,name,address,city,rating,description,link,lon,lat
0,Hôtel Vert,"La Caserne, Le Mont-Saint-Michel",Mont Saint Michel,8.1,"Situé à 2 km du Mont-Saint-Michel, sur la côte normande, l'Hôtel Vert propose des chambres décorées dans des tons pastel dotées d'une salle de bains privative, d'une télévision ainsi que d'une...Lire plus…",https://www.booking.com/hotel/fr/vert.fr.html?,,
1,Mercure Mont Saint Michel,"La Caserne, Le Mont-Saint-Michel",Mont Saint Michel,8.2,"Installé dans des espaces verts à seulement 2 km de l'abbaye du Mont-Saint-Michel, le Mercure Mont Saint Michel propose des chambres spacieuses avec salle de bains privative, un bar-restaurant et de...Lire plus…",https://www.booking.com/hotel/fr/mont-saint-michel.fr.html?,,
2,Le Relais Saint Michel,"La Caserne, Le Mont-Saint-Michel",Mont Saint Michel,7.8,Le Relais Saint Michel vous accueille face à la baie du Mont-Saint-Michel. Lire plus…,https://www.booking.com/hotel/fr/le-relais-saint-michel.fr.html?,,
3,Les Terrasses Poulard,"Grande Rue, Le Mont-Saint-Michel",Mont Saint Michel,7.3,"Occupant 2 bâtiments différents au cœur du Mont-Saint-Michel, l'établissement historique Les Terrasses Poulard propose des hébergements avec une vue sur la baie, le village et la rue. Lire plus…",https://www.booking.com/hotel/fr/les-terrasses-poulard.fr.html?,,
4,Hotel Gabriel,"Route du Mont Saint Michel, Le Mont-Saint-Michel",Mont Saint Michel,8.1,"L'Hotel Gabriel se trouve à 1,6 km du Mont-Saint-Michel et à seulement 25 minutes à pied des remparts de la vieille ville. Lire plus…",https://www.booking.com/hotel/fr/hotel-gabriel.fr.html?,,
5,La Mère Poulard,"Grande Rue, Le Mont-Saint-Michel",Mont Saint Michel,7.3,"Occupant un bâtiment historique, l'hôtel La Mère Poulard jouit d'un emplacement idéal au cœur du Mont-Saint-Michel. Lire plus…",https://www.booking.com/hotel/fr/la-mere-poulard.fr.html?,,
6,Hotel De La Digue,"La Caserne, Le Mont-Saint-Michel",Mont Saint Michel,7.2,"L'hôtel De La Digue est un établissement traditionnel situé en Normandie, à seulement 5 minutes en navette ou à 30 minutes de marche du Mont-Saint-Michel. Lire plus…",https://www.booking.com/hotel/fr/de-la-digue.fr.html?,,
7,Le Mouton Blanc,"Grande Rue , Le Mont-Saint-Michel",Mont Saint Michel,7.2,"Situé au pied de l'abbaye, le Mouton Blanc Hotel vous accueille dans son bâtiment historique datant du XIVe siècle. Il propose des chambres confortables avec une décoration simple et accueillante. Lire plus…",https://www.booking.com/hotel/fr/le-mouton-blanc-le-mont-saint-michel.fr.html?,,
8,Le Saint Aubert,"La Caserne, Le Mont-Saint-Michel",Mont Saint Michel,7.4,"Niché dans un écrin de verdure, à seulement 2 km du Mont-Saint-Michel, Le Saint Aubert vous accueille dans un cadre chaleureux et convivial. Lire plus…",https://www.booking.com/hotel/fr/hotel-saint-aubert.fr.html?,,
9,La Vieille Auberge,"Grande Rue, Le Mont-Saint-Michel",Mont Saint Michel,7.5,"La Vieille Auberge se trouve dans le village médiéval du Mont-Saint-Michel, à quelques pas de l’abbaye mondialement réputée. Lire plus…",https://www.booking.com/hotel/fr/la-vieille-auberge-le-mont-saint-michel.fr.html?,,
10,Auberge Saint Pierre,"Grande Rue, Le Mont-Saint-Michel",Mont Saint Michel,8.1,"L'Auberge Saint-Pierre occupe une maison à colombages du XIVe siècle située au Mont-Saint-Michel, une île accessible à marée basse. Lire plus…",https://www.booking.com/hotel/fr/auberge-saint-pierre.fr.html?,,
11,Hôtel la Croix Blanche,"grande rue, Le Mont-Saint-Michel",Mont Saint Michel,7.6,"Installé au cœur du village médiéval du Mont-Saint-Michel, l'Hôtel La Croix Blanche comprend un bar et une terrasse. Lire plus…",https://www.booking.com/hotel/fr/ha-el-la-croix-blanche.fr.html?,,
12,CAMPING AUX POMMIERS - TOHAPI,"Route du Mont Saint Michel, Le Mont-Saint-Michel",Mont Saint Michel,8.2,"Situé au Mont-Saint-Michel, en Basse-Normandie, le CAMPING AUX POMMIERS - TOHAPI propose un hébergement avec un parking privé gratuit. Lire plus…",https://www.booking.com/hotel/fr/camping-aux-pommiers-tohapi.fr.html?,,
13,Chambres d'Hôtes Les Vieilles Digues,"Route du Mont Saint Michel, Beauvoir",Mont Saint Michel,9.4,"Occupant une maison bretonne restaurée, l'établissement à la gestion familiale Chambres d'Hôtes Les Vieilles Digues est situé à Beauvoir, à 3 km du Mont-Saint-Michel. Lire plus…",https://www.booking.com/hotel/fr/chambres-d-ha-tes-les-vieilles-digues.fr.html?,,
14,Apparthôtel Mont Saint Michel - Résidence Fleurdumont,"5 rue Grandelle, Beauvoir",Mont Saint Michel,  8,"La Résidence Fleurdumont vous propose un hébergement accueillant volontiers les animaux domestiques. Il est situé à Beauvoir, à 4,4 km de l’abbaye du Mont-Saint-Michel. Lire plus…",https://www.booking.com/hotel/fr/residence-fleurdumont.fr.html?,,
15,Le Beauvoir,"9 Route du Mont Saint Michel, Beauvoir",Mont Saint Michel,7.6,Le Beauvoir est situé à 4 kilomètres du Mont-Saint-Michel et à 20 minutes en voiture de Cancale. Il dispose d'un parking privé gratuit et d'un restaurant. Lire plus…,https://www.booking.com/hotel/fr/le-beauvoir-beauvoir.fr.html?,,
16,La Jacotière,"""La Jacotiere"" , Ardevon",Mont Saint Michel,9.5,"Implantée à Ardevon, la maison d'hôtes La Jacotière occupe une ancienne ferme rénovée pourvue d'un jardin et d'une terrasse meublée donnant sur le Mont-Saint-Michel, situé à seulement 3 km. Lire plus…",https://www.booking.com/hotel/fr/la-jacotia-re.fr.html?,,
17,Hotel Rose,"5 Route Du Mont Saint Michel, Beauvoir",Mont Saint Michel,8.7,"Proposant des bungalows indépendants et bien conçus ainsi que des chambres installées dans l'annexe d'un bâtiment du XIXe siècle, l'Hotel Rose vous propose un séjour confortable et paisible. Lire plus…",https://www.booking.com/hotel/fr/gue-de-beauvoir.fr.html?,,
18,A L'Ombre du Mont St Michel,"7 rue du Pont Landais, Huisnes-sur-Mer",Mont Saint Michel,9.3,"Dotée d'une piscine extérieure et d'un jardin, la chambre d'hôtes A L'Ombre du Mont St Michel est située dans la campagne de Huisnes-sur-Mer, à seulement 2 km du Mont Saint-Michel. Lire plus…",https://www.booking.com/hotel/fr/a-l-ombre-du-mont-st-michel.fr.html?,,
19,Les Valtieres du Mont Saint Michel,"20 rue du Rivage, Huisnes-sur-Mer",Mont Saint Michel,  9,"Situé à seulement 7 km du Mont-Saint-Michel, l'établissement Les Valtieres du Mont Saint Michel propose une maison dotée d'une connexion Wi-Fi gratuite. Avranches est accessible en 18 minutes de...Lire plus…",https://www.booking.com/hotel/fr/les-valtieres-du-mont-saint-michel.fr.html?,,
20,Escale Oceania Saint Malo,"76 Chaussée du Sillon, Saint-Malo",St Malo,8.3,"L'Escale Oceania Saint Malo se trouve sur le front de mer, en face de la plage du Sillon, à 14 minutes de marche de la gare de Saint-Malo. Lire plus…",https://www.booking.com/hotel/fr/mascottesaintmalo.fr.html?,,
21,Hotel De L'univers,"12 Place Chateaubriand, Saint-Malo",St Malo,8.1,"L'Hotel De L'univers est installé dans la ville fortifiée de Saint-Malo, en Bretagne, à quelques pas du port ferry et de la gare. Lire plus…",https://www.booking.com/hotel/fr/de-l-univers.fr.html?,,
22,Oceania Saint Malo,"Chaussée du sillon, Saint-Malo",St Malo,8.5,"Donnant sur la mer, l'Oceania Saint Malo se situe sur la Chaussée du Sillon, en face de la plage du même nom et à 450 mètres du port de plaisance de Saint-Malo. Lire plus…",https://www.booking.com/hotel/fr/oceaniasaintmalo.fr.html?,,
23,ibis Styles Saint Malo Port,"6-8 Quai du Val, Saint-Malo",St Malo,8.1,"Doté d'un snack-bar et d'une connexion Wi-Fi gratuite, l'établissement ibis Styles Saint Malo Port est situé à Saint-Malo, à moins de 10 minutes à pied des plages de sable, à 1 km de la gare ainsi...Lire plus…",https://www.booking.com/hotel/fr/ibis-styles-saint-malo-port.fr.html?,,
24,"Grand Hôtel de Courtoisville - Piscine & Spa, The Originals Relais (Relais du Silence)","9, rue Michelet, Saint-Malo",St Malo,7.9,"Installé à 50 mètres de la plage, le Grand Hôtel de Courtoisville - Piscine & Spa, The Originals Relais (Relais du Silence) possède une piscine intérieure chauffée équipée d'un système de massage par...Lire plus…",https://www.booking.com/hotel/fr/grand-de-courtoisville.fr.html?,,
25,Hôtel La Villefromoy,"Plage de Rochebonne - 7 boulevard Hebert, Saint-Malo",St Malo,8.9,"Implanté dans un quartier résidentiel en bord de mer à Saint-Malo, l'Hôtel La Villefromoy occupe une jolie demeure de caractère. Lire plus…",https://www.booking.com/hotel/fr/lavillefromoysainmalo.fr.html?,,
26,La Maison des Armateurs,"6, Grand Rue, Saint-Malo",St Malo,8.8,"Situé dans le centre historique de Saint-Malo, l’établissement La Maison des Armateurs vous accueille à 5 minutes à pied de la cathédrale et à 120 mètres du port de plaisance. Lire plus…",https://www.booking.com/hotel/fr/la-maison-des-armateurs.fr.html?,,
27,Hôtel Cartier,"1, Rue de la Corne de Cerf, Saint-Malo",St Malo,7.5,"Situé au sein des murs fortifiés de Saint-Malo, l'Hôtel Cartier vous accueille à seulement 280 mètres du port de plaisance ainsi qu'à 500 mètres de la plage et de la Manche. Lire plus…",https://www.booking.com/hotel/fr/cartier.fr.html?,,
28,Hôtel Le Nouveau Monde,"64, Chaussée du Sillon, Saint-Malo",St Malo,8.9,"L'Hôtel Le Nouveau Monde est situé en bord de mer, à 5 minutes à pied du centre historique de Saint-Malo et à 950 mètres du port de plaisance. Lire plus…",https://www.booking.com/hotel/fr/ha-tel-le-nouveau-monde.fr.html?,,
29,Hotel De France et Chateaubriand,"Place Chateaubriand Bp 77, Saint-Malo",St Malo,  8,"Situé au cœur de la ville historique de Saint-Malo, l’Hotel De France et Chateaubriand offre une vue imprenable sur la mer et le sillon, à 210 mètres du port de plaisance de Saint-Malo. Lire plus…",https://www.booking.com/hotel/fr/de-france-et-chateaubriand.fr.html?,,
30,Grand Hôtel Des Thermes,"100 bd hebert, Saint-Malo",St Malo,8.1,"Situé en bord de mer, le Grand Hôtel Des Thermes est un établissement de style Belle Époque doté d'un spa et d'une piscine intérieure. Lire plus…",https://www.booking.com/hotel/fr/desthermessaintmalo.fr.html?,,
31,ibis Saint-Malo Madeleine,"Avenue du General De Gaulle / Impasse de La Peupleraie, Saint-Malo",St Malo,  8,L'hôtel ibis Saint-Malo Madeleine bénéficie d'une grande terrasse dotée du chauffage avec un coin salon couvert. La connexion Wi-Fi et le parking sur place sont gratuits. Lire plus…,https://www.booking.com/hotel/fr/ibis-saint-malo-madeleine.fr.html?,,
32,Hotel De La Cite,"Place Vauban, Saint-Malo",St Malo,7.8,"L'Hotel De La Cite se situe au cœur de Saint-Malo, à seulement 350 mètres du port de plaisance de la ville. Il propose une connexion Wi-Fi gratuite et des chambres donnant sur la mer. Lire plus…",https://www.booking.com/hotel/fr/de-la-cite.fr.html?,,
33,Hotel Alba,"17 Rue Des Dunes, Saint-Malo",St Malo,7.6,"L'hôtel Alba est situé à Saint-Malo, en face de la plage et à côté du port. Il comprend un bar et des chambres avec vue sur la mer et un accès direct à la plage. Lire plus…",https://www.booking.com/hotel/fr/alba-saint-malo.fr.html?,,
34,Hôtel Le Beaufort,"25 Chaussée Du Sillon, Saint-Malo",St Malo,8.7,"L'Hôtel Beaufort est situé directement sur la plage du Sillon, surplombant la baie de Saint-Malo. Lire plus…",https://www.booking.com/hotel/fr/beaufort.fr.html?,,
35,"The Originals City, Hôtel Belem, Saint-Malo","2, Rue De La Croix Raux, Saint-Malo",St Malo,7.5,"Situé à l'entrée de Saint-Malo, près de l'aquarium, l'établissement The Originals Access, Hôtel Belem, Saint-Malo (Inter-Hotel) Il propose des chambres avec une baignoire ou une douche d'hydromassage,...Lire plus…",https://www.booking.com/hotel/fr/belem.fr.html?,,
36,Best Western Alexandra,"138 Boulevard Hebert - Grande Plage du Sillon, Saint-Malo",St Malo,8.2,"Bénéficiant d'un accès direct à la plage de Saint-Malo, le Best Western Alexandra offre une vue imprenable sur la plage et la mer. Lire plus…",https://www.booking.com/hotel/fr/best-western-alexandra.fr.html?,,
37,"The Originals Boutique, Hôtel des Marins, Saint-Malo (Inter-Hotel)","2, Rue des Marins, Saint-Malo",St Malo,8.6,"Situé au cœur de la ville fortifiée de Saint-Malo, l'établissement The Originals Boutique, Hôtel des Marins, Saint-Malo (Inter-Hotel) propose des chambres modernes avec une télévision à écran plat et...Lire plus…",https://www.booking.com/hotel/fr/dulouvresaintmalo.fr.html?,,
38,Hôtel et Appart’hôtel L'Adresse,"3 rue des Poulieurs, Saint-Malo",St Malo,  9,"L’établissement L’Adresse propose un hébergement indépendant, à 30 mètres de la plage du Sillon, à 300 mètres du centre-ville de Saint-Malo et à 500 mètres du port de plaisance de Saint-Malo. Lire plus…",https://www.booking.com/hotel/fr/adresse.fr.html?,,
39,Brit Hotel Saint Malo – Le Transat,"Rue de la Saulaie, Saint-Malo",St Malo,7.5,"Situé à l'entrée de Saint-Malo, en face de l'aquarium, le Brit Hotel Le Transat propose des chambres climatisées bien équipées. Lire plus…",https://www.booking.com/hotel/fr/brit-le-transat.fr.html?,,
40,Premiere Classe Bayeux,"Chemin De La Cambette, Bayeux",Bayeux,7.7,"Cet hôtel Première Classe se trouve à seulement 5 minutes en voiture de l'autoroute N13, à la périphérie de Bayeux. Lire plus…",https://www.booking.com/hotel/fr/premiere-classe-bayeux.fr.html?,,
41,ibis budget Bayeux,"Zone d'Activité de Nonant, rue des Longues Haies, Bayeux",Bayeux,8.2,"L’ibis budget Bayeux vous accueille entre Caen et Cherbourg, à proximité de la sortie 36 de la route N13 et à seulement 13 km des plages du débarquement. Lire plus…",https://www.booking.com/hotel/fr/etap-bayeux.fr.html?,,
42,Campanile Bayeux,"Angle Du Bd du Marechal Leclerc et Route de Saint Lo, Bayeux",Bayeux,7.6,"Situé dans un quartier paisible à l'extérieur du centre de Bayeux, le charmant Campanile Bayeux propose des chambres avec salle de bains privative et connexion Wi-Fi gratuite. Lire plus…",https://www.booking.com/hotel/fr/campanile-bayeux.fr.html?,,
43,Hostellerie des Grands Chapeaux,"42 rue saint laurent, Bayeux",Bayeux,8.1,"Situé à Bayeux, à 500 mètres du musée Baron Gérard, l'Hostellerie des Grands Chapeaux propose un salon commun et un jardin. Lire plus…",https://www.booking.com/hotel/fr/hostellerie-des-grands-chapeaux.fr.html?,,
44,Appart’hôtel saint patrice,"32 Rue Saint-Patrice, Bayeux",Bayeux,,"Appart’hôtel saint patrice features a garden, as well as accommodation with a kitchenette in Bayeux. A continental breakfast is available each morning at the aparthotel. Lire plus…",https://www.booking.com/hotel/fr/appart-saint-patrice.fr.html?,,
45,Camélia,"54 Rue de Nesmond, Bayeux",Bayeux,9.2,"Offrant une vue sur la ville, le Camélia propose un salon commun et une connexion Wi-Fi gratuite. Lire plus…",https://www.booking.com/hotel/fr/camelia-bayeux.fr.html?,,
46,imagine,"22 place Charles de Gaulle, Bayeux",Bayeux,9.2,"Bénéficiant d'une vue sur la ville, d'une terrasse et d'une connexion Wi-Fi gratuite, l'Imagine propose un hébergement bien situé à Bayeux, à proximité de la cathédrale Notre-Dame de Bayeux, du musée...Lire plus…",https://www.booking.com/hotel/fr/imagine-bayeux.fr.html?,,
47,Le Petit Grenier,"19 rue de Bellevue, Bayeux",Bayeux,9.3,"Doté d'une connexion Wi-Fi gratuite, l'appartement Le Petit Grenier est situé à Bayeux, à 500 mètres du musée de la Tapisserie de Bayeux, à 1,1 km du musée Baron Gérard et à 1,9 km de la cathédrale...Lire plus…",https://www.booking.com/hotel/fr/le-petit-grenier.fr.html?,,
48,Manoir Sainte Victoire,"32 Rue de la Juridiction, Bayeux",Bayeux,9.7,"Doté d'un jardin et d'une connexion Wi-Fi gratuite, le Manoir Sainte Victoire propose des hébergements bien situés à Bayeux, à proximité du musée Baron Gérard, de la cathédrale Notre-Dame de Bayeux et...Lire plus…",https://www.booking.com/hotel/fr/manoir-sainte-victoire.fr.html?,,
49,Logis Les Remparts,"4 rue bourbesneur, Bayeux",Bayeux,9.1,"Situé au cœur de la ville médiévale de Bayeux, le Logis Les Remparts occupe une maison datant du XVIIe siècle dotée d'une cheminée et affichant un décor d'époque. Lire plus…",https://www.booking.com/hotel/fr/chambre-d-ha-tes-logis-les-remparts.fr.html?,,
50,Château de Bellefontaine,"49, Rue de Bellefontaine, Bayeux",Bayeux,8.2,"À 800 mètres du centre de Bayeux et de sa cathédrale, l'établissement Château de Bellefontaine est un manoir du XVIIIe siècle proposant des chambres et un restaurant traditionnel ouvert pour le dîner...Lire plus…",https://www.booking.com/hotel/fr/chateau-de-bellefontaine.fr.html?,,
51,DOMAINE DU GRAND CAUGY,"St Vigor le Grand Route de Caugy, Bayeux",Bayeux,8.8,"Offrant une vue sur le jardin, le DOMAINE DU GRAND CAUGY est situé à Bayeux, à 2,3 km du musée de la Tapisserie de Bayeux. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. Lire plus…",https://www.booking.com/hotel/fr/domaine-du-grand-caugy.fr.html?,,
52,Le Castel Guesthouse,"1 Boulevard Sadi Carnot, Bayeux",Bayeux,8.7,"La maison d'hôtes Le Castel Guesthouse est située au cœur de la ville médiévale de Bayeux, à mi-chemin entre la gare, la cathédrale et le musée de la Tapisserie. Lire plus…",https://www.booking.com/hotel/fr/le-castel-noble-guesthouse.fr.html?,,
53,Le Petit Matin,"9 rue des terres - Place Charles de Gaulle, Bayeux",Bayeux,9.5,Cette maison d'hôtes occupe un bâtiment du XVIIIème siècle dans le quartier historique de Bayeux. Lire plus…,https://www.booking.com/hotel/fr/le-petit-matin.fr.html?,,
54,Hôtel De Brunville et La Table du Luxembourg,"9 Rue Genas-Duhomme, Bayeux",Bayeux,7.7,"Situé à seulement 400 mètres de la cathédrale de Bayeux, l'Hôtel De Brunville et La Table du Luxembourg propose un restaurant doté d'une cour avec jardin, au cœur de la ville médiévale. Lire plus…",https://www.booking.com/hotel/fr/hoteldebrunville.fr.html?,,
55,La cour des teinturiers,"4 Rue des Teinturiers, Bayeux",Bayeux,9.9,"Situé à 300 mètres du musée de la Tapisserie de Bayeux, à 500 mètres de la cathédrale Notre-Dame de Bayeux et à moins de 1 km du musée de la Bataille de Normandie, l'établissement La cour des...Lire plus…",https://www.booking.com/hotel/fr/la-cour-des-teinturiers.fr.html?,,
56,Relais des 3 Pommes,"9 boulevard Winston Churchill, Bayeux",Bayeux,7.5,"Situé à Bayeux en Normandie, l'hôtel Relais des 3 Pommes possède un restaurant, un bar et des chambres avec une salle de bains privative. Lire plus…",https://www.booking.com/hotel/fr/le-relais-des-3-pommes.fr.html?,,
57,Les Volets Bleus,"9 Rue Michel Montaigne (Saint Martin Des Entrees), Bayeux",Bayeux,8.4,"Situé à 2,2 km du musée de la Tapisserie de Bayeux, l'établissement Les Volets Bleus propose des hébergements avec un salon commun, un jardin et une cuisine commune. La connexion Wi-Fi est gratuite. Lire plus…",https://www.booking.com/hotel/fr/les-volets-bleus-bayeux.fr.html?,,
58,Chambre d´hote En Famille,"106 Rue Saint-Jean, Bayeux",Bayeux,9.3,"Situé à Bayeux, à 400 mètres du musée de la Tapisserie de Bayeux et à 1 km du musée Baron Gérard, l'établissement Chambre d'hôte L'établissement En Famille propose des hébergements dotés d'une...Lire plus…",https://www.booking.com/hotel/fr/chambre-d-hote-en-famille.fr.html?,,
59,Chambre d'hôtes - Dodo et tartines,"12, Rue de la cave, Bayeux",Bayeux,9.2,"Occupant un bâtiment datant du XIXe siècle, la Chambre d'hôtes - Dodo et tartines est située à Bayeux, à 5 minutes de marche du musée de la Tapisserie de Bayeux. Cette maison d'hôtes propose un...Lire plus…",https://www.booking.com/hotel/fr/chambre-d-39-hotes-dodo-et-tartines.fr.html?,,
60,B&B Hotel LE HAVRE Centre Gare,"3-15 Cours de la Republique, Le Havre",Le Havre,7.5,"Le B&B Hotel Le Havre Centre Gare est situé au Havre, à environ 2,2 km de la plage et de l'église Saint-Joseph. Lire plus…",https://www.booking.com/hotel/fr/b-b-le-havre-centre-gare.fr.html?,,
61,Ibis Budget Le Havre Les Docks,"36 Rue Du Dr Piasceki , Le Havre",Le Havre,8.4,"L'Ibis Budget Le Havre Les Docks est situé au Havre, à 4,4 km de la salle de spectacles Le Volcan. Lire plus…",https://www.booking.com/hotel/fr/ibis-budget-le-havre-centre.fr.html?,,
62,Premiere Classe Le Havre Centre,"Rue Nungesser et Coli, Le Havre",Le Havre,7.5,"Situé au Havre, à proximité des autoroutes A13 et A29, le Premiere Classe Le Havre Centre propose gratuitement une connexion Wi-Fi dans l'ensemble des locaux et un parking privé. Lire plus…",https://www.booking.com/hotel/fr/premiere-classe-le-havre-centre.fr.html?,,
63,Studio vue mer à proximité des centres d'intérêt,"Rue Auguste Constant Guerrier, Le Havre",Le Havre,,"Situated 300 metres from Eglise St-Joseph and 600 metres from Le Volcan in Le Havre, Studio vue mer à proximité des centres d'intérêt offers accommodation with a kitchen. Lire plus…",https://www.booking.com/hotel/fr/studio-vue-mer-a-proximite-des-centres-d-39-interet.fr.html?,,
64,Vivez Le Centre ville à la Plage,"25 Rue Paul Doumer, Le Havre",Le Havre,,"Located 400 metres from Eglise St-Joseph and 500 metres from Perret Model Appartment, Vivez Le Centre ville à la Plage provides accommodation situated in Le Havre. The property features garden views. Lire plus…",https://www.booking.com/hotel/fr/vivez-le-centre-ville-a-la-plage.fr.html?,,
65,Holiday Inn Express - Le Havre Centre,"126 Cours De La Republique, Le Havre",Le Havre,8.3,"L'établissement Holiday Inn Express Holiday Inn Express - Le Havre Centre Centre est situé au Havre, à 1,4 km de l’église Saint-Michel. Lire plus…",https://www.booking.com/hotel/fr/campanile-le-havre-centre.fr.html?,,
66,ibis Le Havre Centre,"Rue 129ème R. I. - Parking: 120 Rue Jules Siegfried, Le Havre",Le Havre,8.1,"L'ibis Le Havre Centre est situé dans le centre-ville du Havre, à proximité de la gare SNCF, du port ferry et du centre du commerce international. Une connexion Wi-Fi gratuite est disponible. Lire plus…",https://www.booking.com/hotel/fr/hotelibislehavre.fr.html?,,
67,Hôtel Les Gens De Mer Le Havre by Popinns,"44, Rue Voltaire, Le Havre",Le Havre,6.6,"Les Gens de Mer est situé en plein cœur du Havre, en face du marché central couvert et à proximité du Bassin de Commerce. Une connexion Wi-Fi est disponible gratuitement dans les parties communes. Lire plus…",https://www.booking.com/hotel/fr/les-gens-de-mer-le-havre.fr.html?,,
68,Nomad Hotel le Havre,"5 rue Magellan, Le Havre",Le Havre,8.6,"Le Nomad Hotel Le Havre propose des chambres climatisées, dotées d'une connexion Wi-Fi gratuite et décorées dans un style moderne. Lire plus…",https://www.booking.com/hotel/fr/nomad-le-havre.fr.html?,,
69,Kyriad Le Havre Centre,"Quai Colbert, Le Havre",Le Havre,  7,"L'hôtel Kyriad Le Havre Centre est situé à proximité de la mer en Normandie. Il propose des chambres avec salle de bains privative, télévision par satellite et connexion Wi-Fi gratuite. Lire plus…",https://www.booking.com/hotel/fr/kyriadlehavrecentre.fr.html?,,
70,Eklo Hotels Le Havre,"466 Avenue du Bois au Coq, Le Havre",Le Havre,6.5,"L’Eklo Hotels Le Havre est un établissement de style moderne situé au Havre. Il possède une réception ouverte 24h/24, une cuisine commune et une salle à manger. Lire plus…",https://www.booking.com/hotel/fr/eklo-hotels-le-havre.fr.html?,,
71,L'Escale Meublé Touristique,"3 RUE RACINE, Le Havre",Le Havre,7.7,"L'Escale Meublé Touristique propose un hébergement avec connexion Wi-Fi gratuite au Havre, à moins de 1 km de la plage du Havre, à 2 minutes à pied du Volcan et à 400 mètres de l'appartement témoin...Lire plus…",https://www.booking.com/hotel/fr/meuble-tourisme-le-havre.fr.html?,,
72,Bel appartement moderne aux Docks,"23 Rue des Dockers, Le Havre",Le Havre,8.9,"Doté d'un balcon, le Bel appartement moderne aux Docks est situé au Havre, à moins de 1 km des Docks Vauban et à 18 minutes à pied de la Haute Cour du Havre. Un parking privé est disponible sur place....Lire plus…",https://www.booking.com/hotel/fr/bel-appartement-moderne-aux-docks.fr.html?,,
73,Le Richelieu,"132 rue de Paris, Le Havre",Le Havre,7.4,"Le Citotel Le Richelieu est situé entre la mairie et la cathédrale, au cœur du Havre, à seulement 10 minutes à pied de la plage et à 24 km d'Honfleur. Lire plus…",https://www.booking.com/hotel/fr/le-richelieu-le-havre.fr.html?,,
74,Aparthotel Adagio Access Le Havre Les Docks,"66 Rue de l'aviateur Guerin, Le Havre",Le Havre,8.4,"L'Aparthotel Adagio Access Le Havre Les Docks vous accueille au Havre, à 100 mètres du centre commercial Docks Vauban et à 3 km du centre-ville. Lire plus…",https://www.booking.com/hotel/fr/adagio-access-le-havre-les-docks.fr.html?,,
75,Zenitude Hôtel-Résidences Le Havre,"23, Rue Fénelon, Le Havre",Le Havre,6.8,"Le Zenitude Le Havre vous accueille au Havre, à seulement 15 minutes à pied de la gare, dans le centre-ville. Ses studios meublés sont pourvus d'une cuisine entièrement équipée. Lire plus…",https://www.booking.com/hotel/fr/appart-city-cap-affaires-le-havre.fr.html?,,
76,Joli T2 Le Havre Graville,"132 Rue de Verdun, Le Havre",Le Havre,8.2,"Offrant une vue sur la ville, le Joli T2 Le Havre Graville est un hébergement situé au Havre, à 3,4 km de l'église Saint-Michel et à 3,6 km de l'appartement témoin Perret. Lire plus…",https://www.booking.com/hotel/fr/joli-t2-le-havre-graville.fr.html?,,
77,Le Petit Vatel,"86 rue Louis Brindeau, Le Havre",Le Havre,7.7,"Le Petit Vatel se situe dans l'espace Perret, à 500 mètres de la mairie du Havre et à 1 km de la gare ainsi que de l'embarcadère des ferries. La connexion Wi-Fi est gratuite. Lire plus…",https://www.booking.com/hotel/fr/petitvatel.fr.html?,,
78,Studio Meublé Vue Mer,"104 Boulevard Clemenceau, Le Havre",Le Havre,  8,"Le Studio Meublé Vue Mer est un hébergement en bord de mer situé au Havre, à 500 mètres de la plage du Havre et de l'église Saint-Joseph. Un parking privé est disponible sur place. Lire plus…",https://www.booking.com/hotel/fr/studio-meuble-vue-mer.fr.html?,,
79,Appartement Cosy proche Bord de Mer,"6 Impasse Lecomte, Le Havre",Le Havre,8.6,"Situé au Havre, à seulement 300 mètres de la plage, l'Appartement Cosy L'établissement proche Bord de Mer propose un hébergement en bord de mer avec un jardin et une connexion Wi-Fi gratuite. Lire plus…",https://www.booking.com/hotel/fr/calme-et-bord-de-mer.fr.html?,,
80,Kyriad Direct Rouen Centre Gare,"21 Quai Du Havre, Rouen",Rouen,7.1,"Situé au cœur de Rouen, cet hôtel propose une connexion Wi-Fi payante. Doté d’une terrasse offrant une vue dégagée sur la Seine, cet hôtel se trouve à 1,2 km de la cathédrale de Rouen. Lire plus…",https://www.booking.com/hotel/fr/hotelleviking.fr.html?,,
81,ibis budget Rouen Centre Rive Gauche - Opening September 2020,"55 Avenue De La Liberation, Rouen",Rouen,8.5,"L'Hotel Ibis Budget Rouen Centre Rive Gauche se situe à Rouen, à 2,4 km du Kindarena, le palais des sports de la ville. Lire plus…",https://www.booking.com/hotel/fr/ibis-budget-rouen-centre-rive-gauche.fr.html?,,
82,Campanile Rouen Mermoz,"13 Rue de la Motte, Rouen",Rouen,8.2,"Doté d’un restaurant, d’un bar, d’un salon commun et d’un parking privé, le Campanile Rouen Mermoz vous accueille à Rouen, à 2,4 km du palais des sports Kindarena. Lire plus…",https://www.booking.com/hotel/fr/campanile-rouen-mermoz.fr.html?,,
83,Brit Hotel Confort Rouen Centre,"33 Boulevard Gambetta, Rouen",Rouen,7.5,"Le Brit Hotel Confort Rouen Centre se situe dans le centre de Rouen, à proximité de la faculté de médecine et à 4 km de la salle omnisports Le Kindarena. Lire plus…",https://www.booking.com/hotel/fr/le-relais-des-2-rivieres.fr.html?,,
